Unnamed: 0,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
99,NY,NewYork - Presbyterian Lower Manhattan Hospital,New York,132,"8,655","45,964","$272,967"
100,NY,NewYork - Presbyterian Westchester,Bronxville,208,"11,173","57,530","$966,891"
101,NY,NewYork-Presbyterian Queens Hospital,Flushing,476,"27,629","164,639","$3,248,646"
102,NY,NewYork-Presbyterian Allen Hospital,New York,0,0,0,$0
103,NY,NewYork-Presbyterian Brooklyn Methodist Hospital,Brooklyn,541,"26,032","157,426","$2,938,542"
104,NY,NewYork-Presbyterian Hudson Valley Hospital,Cortlandt Manor,128,"7,535","34,701","$880,176"
105,NY,Niagara Falls Memorial Medical Center,Niagara Falls,133,"3,858","24,361","$207,185"
106,NY,North Shore University Hospital,Manhasset,782,"44,467","278,057","$8,776,001"
107,NY,Northern Dutchess Hospital,Rhinebeck,89,"4,690","18,810","$447,242"
108,NY,Northern Westchester Hospital,Mount Kisco,202,"7,896","34,631","$1,135,843"
109,NY,NYC Health + Hospitals Bellevue,New York,912,"22,389","141,864","$2,927,119"
110,NY,NYC Health + Hospitals Elmhurst,Elmhurst,545,"15,563","107,365","$1,985,622"
111,NY,NYC Health + Hospitals Harlem,New York,268,"8,894","52,887","$974,620"
112,NY,NYC Health + Hospitals Jacobi,Bronx,623,"22,938","129,300","$2,483,255"
113,NY,NYC Health + Hospitals Kings County,Brooklyn,634,"14,701","109,854","$2,251,408"
114,NY,NYC Health + Hospitals Lincoln,Bronx,347,"16,780","80,856","$1,531,336"
115,NY,NYC Health + Hospitals Metropolitan,New York,338,"5,552","28,558","$920,840"
116,NY,NYC Health + Hospitals North Central Bronx,Bronx,200,"4,684","21,264","$519,065"
117,NY,NYC Health + Hospitals Queens,Jamaica,253,"10,847","60,586","$1,380,920"
118,NY,NYC Health + Hospitals South Brooklyn Health,Brooklyn,356,"10,720","80,110","$1,520,724"
119,NY,NYC Health + Hospitals Woodhull,Brooklyn,371,"7,001","44,019","$1,036,605"
120,NY,NYU Langone Hospital - Brooklyn,Brooklyn,388,"23,168","104,926","$2,577,087"
121,NY,NYU Langone Hospital - Long Island,Mineola,511,"35,113","172,926","$8,921,535"
122,NY,NYU Langone Orthopedic Hospital,New York,160,"5,443","23,915","$325,774"
123,NY,Olean General Hospital,Olean,299,"6,476","35,991","$452,243"
124,NY,Oneida Health,Oneida,261,"2,667","11,110","$347,651"
125,NY,Oswego Hospital,Oswego,164,"3,228","14,377","$309,039"
126,NY,Peconic Bay Medical Center,Riverhead,190,"8,971","42,295","$1,031,841"
127,NY,Phelps Hospital,Sleepy Hollow,200,"5,946","33,380","$1,444,586"
128,NY,Plainview Hospital,Plainview,156,"7,198","41,194","$785,385"
129,NY,Putnam Hospital,Carmel,101,"2,797","12,328","$345,394"
130,NY,Richmond University Medical Center,Staten Island,255,"10,386","57,284","$1,258,647"
131,NY,Rochester General Hospital,Rochester,516,"26,674","172,411","$2,974,218"
132,NY,Rome Memorial Hospital,Rome,171,"2,882","12,652","$342,395"
133,NY,Roswell Park Cancer Institute,Buffalo,142,"5,191","44,309","$2,170,384"
134,NY,Saint Anthony Community Hospital,Warwick,60,"1,664","6,766","$517,322"
135,NY,Saint James Hospital,Hornell,15,960,"4,691","$111,164"
136,NY,Saint John's Episcopal Hospital,Far Rockaway,191,"5,247","35,003","$663,242"
137,NY,Saint John's Riverside Hospital - Andrus Pavilion,Yonkers,319,"15,518","87,779","$872,262"
138,NY,Saint Joseph's Hospital,Elmira,176,303,"6,279","$104,892"
139,NY,Saint Joseph's Hospital Health Center,Syracuse,431,"19,025","101,127","$1,516,673"
140,NY,Saint Joseph's Medical Center,Yonkers,255,"2,974","20,384","$458,323"
141,NY,Saint Mary's Healthcare Amsterdam,Amsterdam,290,"3,224","21,012","$489,884"
142,NY,Saint Peter's Hospital,Albany,482,"25,356","133,344","$2,307,638"
143,NY,Samaritan Hospital,Troy,292,"9,986","55,972","$1,281,275"
144,NY,Samaritan Hospital-Albany Memorial Campus,Albany,73,845,"2,381","$296,590"
145,NY,Samaritan Medical Center,Watertown,209,"8,039","40,112","$824,403"
146,NY,Saratoga Hospital Campus,Saratoga Springs,171,"10,864","55,846","$1,720,263"
147,NY,Sisters of Charity Hospital,Buffalo,478,"11,514","62,036","$747,261"
148,NY,"Sisters of Charity Hospital, Saint Joseph Campus",Buffalo,119,"6,318","36,997","$189,421"
149,NY,South Shore University Hospital,Bay Shore,304,"19,897","104,937","$2,650,949"
150,NY,St. Barnabas Hospital,Bronx,332,"12,146","69,891","$1,027,589"
151,NY,St. Elizabeth Campus - Mohawk Valley Health System,Utica,201,"7,844","46,562","$832,189"
152,NY,St. John's Riverside Hospital - Dobbs Ferry Pavilion,Dobbs Ferry,50,"1,837","8,893","$78,006"
153,NY,St. John's Riverside Hospital ParkCare Pavilion,Yonkers,190,"4,981","37,019","$51,098"
154,NY,Staten Island University Hospital,Staten Island,627,"31,666","181,689","$3,861,730"
155,NY,Stony Brook Eastern Long Island Hospital,Greenport,90,"2,183","12,300","$178,567"
156,NY,Stony Brook Southampton Hospital,Southampton,94,"4,318","17,668","$571,254"
157,NY,Stony Brook University Hospital,Stony Brook,788,"37,984","246,856","$6,263,609"
158,NY,Strong Memorial Hospital,Rochester,874,"37,802","270,504","$6,054,881"
159,NY,Sunnyview Rehabilitation Hospital,Schenectady,115,117,"1,311","$115,250"
160,NY,Syosset Hospital,Syosset,74,"1,952","4,688","$52,333"
161,NY,Syracuse VA Medical Center,Syracuse,0,0,0,$0
162,NY,The Brooklyn Hospital Center,Brooklyn,267,"11,568","64,596","$1,652,866"
163,NY,The Mount Sinai Hospital,New York,"1,176","51,471","354,154","$10,943,229"
164,NY,The New York Eye and Ear Infirmary,New York,17,473,981,"$445,340"
165,NY,The Rockefeller University Hospital,New York,0,0,0,$0
166,NY,The University of Vermont Health Network Champlain Valley Physicians Hospital,Plattsburgh,320,"7,423","56,839","$362,458"
167,NY,Tisch Hospital,New York,"1,728","90,850","457,641","$37,285,025"
168,NY,UHS Binghamton General Hospital,Binghamton,474,"13,636","85,371","$1,815,428"
169,NY,UHS Chenango Memorial Hospital,Norwich,138,"1,032","4,004","$201,178"
170,NY,UHS Wilson Medical Center,Johnson City,0,0,0,$0
171,NY,United Memorial Medical Center,Batavia,126,"4,125","21,910","$304,051"
172,NY,Unity Hospital,Rochester,468,"16,495","111,503","$1,246,302"
173,NY,Unity Specialty Hospital,Rochester,33,32,911,"$3,421"
174,NY,University Hospital Central Brooklyn,Brooklyn,323,"8,068","50,286","$860,713"
175,NY,UPMC Chautauqua,Jamestown,297,"4,441","26,974","$311,367"
176,NY,Upstate University Hospital,Syracuse,752,"29,697","158,252","$4,754,250"
177,NY,Upstate University Hospital - Community Campus,Syracuse,306,"6,931","38,644","$237,430"
178,NY,UR Medicine Noyes Health,Dansville,67,"2,009","10,393","$172,658"
179,NY,Vassar Brothers Medical Center,Poughkeepsie,340,"18,989","98,359","$1,976,755"
180,NY,Westchester Medical Center,Valhalla,910,"25,191","196,267","$8,308,510"
181,NY,Westfield Memorial Hospital,Westfield,9,185,652,"$36,747"
182,NY,White Plains Hospital,White Plains,292,"19,468","95,524","$2,723,400"
183,NY,Wyckoff Heights Medical Center,Brooklyn,240,"11,538","55,954","$835,702"
184,NY,Wyoming County Community Health System,Warsaw,197,"1,419","5,887","$103,455"
0,OH,Mercy Health - Anderson Hospital,Cincinnati,230,"11,667","51,949","$1,040,866"
1,OH,88th Medical Group - Wright-Patterson Air Force Base Medical Center,Wright-Patterson AirForce Base,0,0,0,$0
2,OH,Adena Regional Medical Center,Chillicothe,209,"9,969","44,304","$1,590,946"
3,OH,Alliance Community Hospital,Alliance,145,"1,173","6,969","$246,867"
4,OH,Ashtabula County Medical Center,Ashtabula,105,"4,823","18,232","$504,592"
5,OH,Atrium Medical Center,Middletown,266,"8,527","34,194","$1,024,679"
6,OH,Aultman Hospital,Canton,476,"20,087","96,234","$1,491,151"
7,OH,Avita Ontario Hospital,Ontario,49,"1,469","6,199","$289,467"
8,OH,Avon Hospital at Richard E. Jacobs Campus,Avon,126,"7,202","29,895","$590,047"
9,OH,Bethesda Butler Hospital,Hamilton,10,209,376,"$59,350"
10,OH,Bethesda North Hospital,Cincinnati,413,"23,690","120,153","$2,409,707"
11,OH,Blanchard Valley Hospital,Findlay,150,"7,839","34,017","$615,744"
12,OH,Chillicothe VA Medical Center,Chillicothe,0,0,0,$0
13,OH,CHWC Bryan Hospital,Bryan,75,"1,620","4,972","$163,678"
14,OH,Cincinnati Orthopedic Surgery Center,Evandale,29,396,416,"$223,824"
15,OH,Cincinnati VA Medical Center,Cincinnati,0,0,0,$0
16,OH,Cleveland Clinic Akron General,Akron,454,"23,774","112,333","$2,701,833"
17,OH,Cleveland Clinic Lutheran Hospital,Cleveland,201,"4,054","13,819","$421,488"
18,OH,Cleveland Clinic Medina Hospital,Medina,148,"7,276","34,078","$534,336"
19,OH,Cleveland Clinic Mercy Hospital,Canton,337,"13,303","68,465","$1,066,480"
20,OH,Cleveland Clinic Rehabilitation Hospital Edwin Shaw,Copley,0,0,0,$0
21,OH,Cleveland Clinic Union Hospital,Dover,87,"3,682","16,455","$262,517"
22,OH,Clinton Memorial Hospital,Wilmington,75,"2,223","7,712","$269,231"
23,OH,Coshocton Regional Medical Center,Coshocton,56,"1,613","6,727","$225,582"
24,OH,Crystal Clinic Orthopaedic Center,Akron,59,"2,629","5,690","$625,818"
25,OH,Dayton VA Medical Center,Dayton,0,0,0,$0
26,OH,Diley Ridge Medical Center,Canal Winchester,10,239,399,"$78,499"
27,OH,East Liverpool City Hospital,East Liverpool,130,"3,864","13,569","$308,446"
28,OH,East Ohio Regional Hospital,Martins Ferry,78,950,"4,795","$115,527"
29,OH,Euclid Hospital,Euclid,166,"4,611","18,985","$416,872"
30,OH,Fairfield Medical Center,Lancaster,202,"9,058","38,804","$979,887"
31,OH,Fairview Hospital,Cleveland,466,"24,750","116,010","$1,871,726"
32,OH,Firelands Regional Medical Center Main Campus,Sandusky,205,"7,292","34,494","$681,564"
33,OH,Firelands Regional Medical Center South Campus,Sandusky,0,0,0,$0
34,OH,Fisher-Titus Medical Center,Norwalk,147,"3,801","13,218","$346,458"
35,OH,Genesis Hospital,Zanesville,282,"13,616","52,570","$1,617,025"
36,OH,Glenbeigh Hospital of Rock Creek,Rock Creek,114,"1,810","16,280","$71,755"
37,OH,Good Samaritan Hospital,Cincinnati,425,"17,695","107,461","$2,607,252"
38,OH,Grove City Methodist Hospital,Grove City,0,0,0,$0
39,OH,Hillcrest Hospital,Mayfield Heights,449,"23,702","116,694","$1,746,817"
40,OH,Holzer Gallipolis,Gallipolis,188,"3,566","17,826","$562,441"
41,OH,Institute for Orthopaedic Surgery,Lima,12,749,"1,485","$203,585"
42,OH,Joint Township District Memorial Hospital,Saint Marys,61,"1,376","4,749","$192,955"
43,OH,Kettering Health Behavioral Medical Center,Moraine,0,0,0,$0
44,OH,Kettering Health Dayton,Dayton,317,"14,462","68,870","$3,120,355"
45,OH,Kettering Health Greene Memorial,Xenia,13,627,"1,377","$186,062"
46,OH,Kettering Health Hamilton,Hamilton,170,"6,680","31,023","$892,083"
47,OH,Kettering Health Main Campus,Kettering,403,"22,890","104,767","$3,381,279"
48,OH,Kettering Health Miamisburg,Miamisburg,180,"8,810","34,676","$970,644"
49,OH,Kettering Health Troy,Troy,28,"1,489","4,440","$360,593"
50,OH,Kettering Health Washington Township,Washington Township,0,0,0,$0
51,OH,King's Daughters Medical Center Ohio,Portsmouth,10,247,423,"$129,657"
52,OH,Knox Community Hospital,Mount Vernon,75,"3,369","14,140","$516,436"
53,OH,Licking Memorial Hospital,Newark,227,"8,251","34,169","$806,476"
54,OH,Lima Memorial Hospital,Lima,127,"6,022","25,098","$856,005"
55,OH,Louis Stokes Cleveland Department of Veterans Affairs Medical Center,Cleveland,0,0,0,$0
56,OH,Madison Health,London,45,903,"3,906","$185,413"
57,OH,Marietta Memorial Hospital,Marietta,205,"9,436","42,947","$1,579,876"
58,OH,Mary Rutan Hospital,Bellefontaine,39,"1,270","4,451","$284,512"
59,OH,Marymount Hospital,Garfield Heights,268,"7,297","33,929","$596,438"
60,OH,McCullough-Hyde Memorial Hospital,Oxford,45,"1,666","6,313","$155,356"
61,OH,Memorial Hospital,Marysville,51,"2,262","8,951","$358,533"
62,OH,Mentor Hospital,Mentor,0,0,0,$0
63,OH,Mercer County Community Hospital - Coldwater,Coldwater,42,"2,098","6,424","$170,359"
64,OH,Mercy Health - Clermont Hospital,Batavia,165,"7,021","30,249","$668,524"
65,OH,Mercy Health - Defiance Hospital,Defiance,23,"1,053","3,147","$170,843"
66,OH,Mercy Health - Saint Charles Hospital,Oregon,235,"4,868","24,434","$918,193"
67,OH,Mercy Health - Saint Elizabeth Youngstown Hospital,Youngstown,409,"18,501","92,231","$2,200,189"
68,OH,Mercy Health - Saint Rita's Medical Center,Lima,357,"15,135","72,646","$2,223,365"
69,OH,Mercy Health - Springfield Regional Medical Center,Springfield,254,"12,165","59,971","$1,539,526"
70,OH,Mercy Health - St. Anne Hospital,Toledo,128,"4,813","24,689","$1,021,559"
71,OH,Mercy Health - St. Joseph Warren Hospital,Warren,135,"8,678","39,966","$988,407"
72,OH,Mercy Health - West Hospital,Cincinnati,227,"12,670","54,347","$1,361,666"
73,OH,Mercy Health- Fairfield Hospital,Fairfield,214,"12,374","52,464","$1,293,920"
74,OH,Mercy Health- Saint Vincent Medical Center,Toledo,311,"19,510","83,430","$3,566,387"
75,OH,Mercy Health-Lorain Hospital,Lorain,232,"8,374","35,771","$1,041,252"
76,OH,Mercy Health-Perrysburg Hospital,Perrysburg,0,0,0,$0
77,OH,Mercy Health-Saint Elizabeth Boardman Hospital,Boardman,206,"14,676","64,137","$1,187,447"
78,OH,Mercy Health-Tiffin Hospital,Tiffin,35,"2,793","9,869","$297,101"
79,OH,MetroHealth Main Campus Medical Center,Cleveland,632,"21,065","126,132","$4,067,878"
80,OH,Miami Valley Hospital,Dayton,910,"38,918","219,579","$5,660,064"
81,OH,Miami Valley Hospital North,Englewood,0,0,0,$0
82,OH,Miami Valley Hospital South,Centerville,0,0,0,$0
83,OH,Mount Carmel East,Columbus,573,"27,531","132,364","$2,584,134"
84,OH,Mount Carmel Grove City,Grove City,0,0,0,$0
85,OH,Mount Carmel New Albany,New Albany,60,"1,486","2,604","$326,005"
86,OH,Mount Carmel Saint Ann's,Westerville,281,"14,562","59,101","$1,205,487"
87,OH,Nationwide Children's Hospital-Toledo,Toledo,0,0,0,$0
88,OH,Ohio State East Hospital,Columbus,174,"10,295","50,659","$566,324"
89,OH,Ohio State University Comprehensive Cancer Center - Arthur G. James Cancer Hospital,Columbus,356,"14,088","103,204","$4,583,041"
90,OH,Ohio State University Wexner Medical Center,Columbus,"1,160","45,718","280,777","$7,584,968"
91,OH,Ohio Valley Surgical Hospital,Springfield,24,175,582,"$197,741"
92,OH,OhioHealth Berger Hospital,Circleville,83,"2,158","8,449","$245,098"
93,OH,OhioHealth Doctors Hospital,Columbus,168,"9,077","41,534","$1,095,354"
94,OH,OhioHealth Dublin Methodist Hospital,Dublin,110,"7,794","29,027","$808,172"
95,OH,OhioHealth Grady Memorial Hospital,Delaware,64,"1,832","7,221","$361,632"
96,OH,OhioHealth Grant Medical Center,Columbus,449,"17,778","109,845","$3,322,262"
97,OH,OhioHealth Mansfield Hospital,Mansfield,254,"10,592","60,405","$1,194,663"
98,OH,OhioHealth Marion General Hospital,Marion,201,"7,292","32,246","$806,036"
99,OH,OhioHealth O'Bleness Hospital,Athens,67,"2,844","8,590","$411,225"
100,OH,OhioHealth Riverside Methodist Hospital,Columbus,789,"40,288","217,088","$5,520,145"
101,OH,Pomerene Hospital,Millersburg,41,"1,540","4,639","$87,318"
102,OH,ProMedica Bay Park Hospital,Oregon,77,"2,880","13,312","$467,884"
103,OH,ProMedica Flower Hospital,Sylvania,232,"5,741","25,844","$1,054,079"
104,OH,ProMedica Memorial Hospital,Fremont,31,"1,191","3,989","$255,716"
105,OH,ProMedica Toledo Hospital,Toledo,846,"31,615","194,230","$6,112,007"
106,OH,Salem Regional Medical Center,Salem,87,"2,447","11,584","$278,655"
107,OH,Shriners Children's Ohio,Dayton,0,0,0,$0
108,OH,Soin Medical Center - Kettering Health,Beavercreek,120,"8,820","38,272","$1,202,702"
109,OH,South Pointe Hospital,Warrensville Heights,172,"6,850","34,341","$500,279"
110,OH,Southeastern Medical Center,Cambridge,90,"2,613","11,757","$266,009"
111,OH,Southern Ohio Medical Center,Portsmouth,213,"8,954","36,075","$1,305,132"
112,OH,Southwest General Health Center,Middleburg Heights,241,"14,596","53,327","$1,437,999"
113,OH,Summa Health System - Akron Campus,Akron,648,"37,769","168,032","$5,983,689"
114,OH,Summa Health System-Barberton Campus,Barberton,178,"8,020","37,016","$1,115,954"
115,OH,Summa Health System-St. Thomas Campus,Akron,0,0,0,$0
116,OH,The Bellevue Hospital,Bellevue,50,"1,430","5,213","$193,633"
117,OH,The Christ Hospital,Cincinnati,531,"25,228","104,689","$3,155,461"
118,OH,The Cleveland Clinic Main Campus,Cleveland,"1,326","51,463","372,973","$19,559,905"
119,OH,The Jewish Hospital - Mercy Health,Cincinnati,184,"11,481","53,083","$1,434,594"
120,OH,The Surgical Hospital at Southwoods,Boardman,24,515,"1,370","$581,604"
121,OH,The University of Toledo Medical Center,Toledo,246,"6,951","31,539","$1,361,580"
122,OH,The Woods at Parkside,Gahanna,50,530,"1,877","$11,182"
123,OH,Trinity Medical Center East,Steubenville,270,"5,446","30,210","$825,645"
124,OH,Trinity Medical Center West,Steubenville,0,0,0,$0
125,OH,Trumbull Regional Medical Center,Warren,214,"7,187","35,663","$863,264"
126,OH,UC Medical Center,Cincinnati,547,"20,592","147,248","$4,776,293"
127,OH,UH Ahuja Medical Center,Beachwood,150,"8,916","36,858","$944,174"
128,OH,UH Cleveland Medical Center,Cleveland,703,"30,932","172,170","$6,749,878"
129,OH,UH Elyria Medical Center,Elyria,197,"8,063","36,765","$975,879"
130,OH,UH Geauga Medical Center,Chardon,124,"6,798","29,722","$638,016"
131,OH,UH Parma Medical Center,Parma,247,"7,833","35,097","$830,693"
132,OH,UH Portage Medical Center,Ravenna,187,"6,333","28,020","$716,459"
133,OH,UH Saint John Medical Center,Westlake,119,"6,700","27,049","$784,178"
134,OH,UH Samaritan Medical Center,Ashland,39,"2,286","8,786","$240,346"
135,OH,University Hospitals Beachwood Medical Center,Beachwood,24,379,734,"$132,905"
136,OH,University Hospitals Lake West Medical Center,Willoughby,0,0,0,$0
137,OH,University Hospitals TriPoint Medical Center,Concord,329,"11,426","54,593","$1,448,816"
138,OH,Upper Valley Medical Center,Troy,153,"5,323","22,488","$604,557"
139,OH,Van Wert Health - Hospital,Van Wert,34,"1,131","3,710","$123,546"
140,OH,Wayne Hospital,Greenville,52,"2,003","4,848","$190,137"
141,OH,West Chester Medical Center,West Chester,160,"9,415","45,357","$1,459,085"
142,OH,Western Reserve Hospital,Cuyahoga Falls,83,"3,204","14,942","$1,101,482"
143,OH,Wilson Health,Sidney,71,"2,412","7,667","$279,093"
144,OH,Wood County Hospital,Bowling Green,99,"2,093","6,910","$222,013"
145,OH,Wooster Community Hospital,Wooster,135,"5,420","18,498","$338,212"
0,OK,AllianceHealth Durant,Durant,105,"5,972","22,016","$1,311,483"
1,OK,AllianceHealth Ponca City,Ponca City,47,"1,883","8,730","$411,925"
2,OK,AllianceHealth Woodward,Woodward,40,"1,038","4,431","$251,978"
3,OK,Ascension Saint John Broken Arrow,Broken Arrow,44,"1,631","4,867","$273,040"
4,OK,Ascension Saint John Owasso,Owasso,36,"1,606","5,716","$146,290"
5,OK,Ascension St. John Jane Phillips,Bartlesville,114,"3,724","17,675","$416,815"
6,OK,Bailey Medical Center,Owasso,73,"1,464","3,398","$338,290"
7,OK,Chickasaw Nation Medical Center,Ada,72,"2,543","9,088",$0
8,OK,Choctaw Memorial Hospital,Hugo,34,681,"3,134","$36,529"
9,OK,Claremore Indian Hospital,Claremore,46,809,"2,746",$0
10,OK,Comanche County Memorial Hospital,Lawton,220,"10,168","50,374","$1,200,519"
11,OK,Community Hospital,Oklahoma City,45,"2,418","4,399","$607,211"
12,OK,DRH Health,Duncan,110,"3,870","18,052","$510,136"
13,OK,Elkview General Hospital,Hobart,38,417,"1,254","$25,252"
14,OK,Grady Memorial Hospital,Chickasha,48,845,"4,235","$129,011"
15,OK,Great Plains Regional Medical Center,Elk City,62,"1,592","5,354","$184,204"
16,OK,Heart Hospital at Saint Francis,Tulsa,104,"6,441","28,194","$642,767"
17,OK,Hillcrest Hospital Claremore,Claremore,41,"2,547","9,036","$408,649"
18,OK,Hillcrest Hospital Cushing,Cushing,24,367,"1,753","$67,833"
19,OK,Hillcrest Hospital Henryetta,Henryetta,15,665,"3,314","$88,072"
20,OK,Hillcrest Hospital Pryor,Pryor,14,461,"1,674","$148,040"
21,OK,Hillcrest Hospital South,Tulsa,150,"8,865","43,893","$1,066,018"
22,OK,Hillcrest Medical Center,Tulsa,450,"18,989","114,055","$3,835,859"
23,OK,INTEGRIS Baptist Medical Center,Oklahoma City,650,"24,906","174,648","$5,277,895"
24,OK,INTEGRIS Baptist Medical Center Portland Avenue,Oklahoma City,231,"3,972","19,047","$748,506"
25,OK,INTEGRIS Bass Baptist Health Center,Enid,110,"2,836","11,441","$537,471"
26,OK,INTEGRIS Canadian Valley Hospital,Yukon,66,"3,677","17,490","$528,932"
